,file_name,folder,common_name,scientific_name
282,83035007.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
283,8303500N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
284,8303501L.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
285,8303501W.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
286,8303503N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
287,8303503O.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
288,8303503P.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
289,8303503Q.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
290,8303503R.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
291,8303503S.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
292,5801400J.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
293,58014014.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
294,58014015.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
295,58014028.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
296,5801402C.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
297,58014034.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
298,58014036.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
299,5801403O.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
300,5801403R.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
301,5801404D.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
302,5801404R.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
303,5801404S.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
304,5801404T.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
305,5801404U.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
306,5801404V.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
307,7500302U.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
308,7500303M.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
309,7500303N.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
310,7500303Q.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
311,7500303R.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
312,7500303Y.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
313,7500303Z.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
314,75003041.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
315,75003042.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
316,75003043.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
317,75003044.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
318,75003045.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
319,75003047.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
320,7500304F.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
321,7500304G.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
322,7500304H.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
323,7500304I.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
324,7500304K.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
325,7500304L.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
326,7500304M.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
327,7500304N.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
328,7500304O.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
329,7500304P.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
330,7500304Q.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
331,75003051.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
332,75003052.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
333,75003053.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
334,75003056.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
335,75003057.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
336,75003058.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
337,7500305C.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
338,7500305D.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
339,7500305H.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
340,7500305I.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
341,7500305M.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
342,87003005.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
343,87003006.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
344,6102100P.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
345,6102100Q.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
346,6102100T.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
347,6102100W.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
348,6102100X.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
349,6102100Y.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
350,61021011.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
351,61021012.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
352,61021019.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
353,6102101A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
354,6102101B.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
355,6102101C.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
356,6102101F.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
357,6102101N.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
358,6102101T.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
359,6102101U.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
360,61023001.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
361,61023002.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
362,61023005.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
363,61023006.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
364,61023008.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
365,61023009.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
366,6102300A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
367,6102300C.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
368,6102300D.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
369,6102300F.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
370,6102300H.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
371,6102300I.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
372,6102300J.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
373,6102300P.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
374,6102300R.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
375,6102300S.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
376,6102300U.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
377,6102300V.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
378,6102300W.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
379,6102300X.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
380,6102300Z.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
381,61023010.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
382,61023015.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
383,61023016.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
384,61023018.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
385,61023019.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
386,6102301A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
387,6102301B.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
388,6102301D.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
389,6102301E.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
390,6102301I.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
391,6102301J.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
392,95003001.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
393,95003002.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
394,95003003.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
395,95003004.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
396,95003005.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
397,95003006.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
398,95003007.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
399,95003008.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
400,95003009.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
401,9500300A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
402,9500300B.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
403,60009005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
404,60009006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
405,60009007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
406,6000900L.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
407,6000900M.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
408,61039001.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
409,61047009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
410,6104700D.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
411,6104700E.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
412,6104700F.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
413,61048004.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
414,61048005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
415,61048007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
416,61064006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
417,61064008.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
418,61064009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
419,6106400A.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
420,6106400B.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
421,6106400D.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
422,6106400F.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
423,6106400J.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
424,6106400L.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
425,6106400O.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
426,61079002.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
427,61079005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
428,61079006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
429,61079007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
430,61079009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
431,6107900A.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
432,6107900B.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
433,6107900C.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
434,6107900D.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
435,6107900E.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
436,6107900F.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
437,6107900G.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
438,6107900H.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
439,6107900I.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
440,6107900J.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
441,6107900K.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
442,6107900L.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
443,6107900M.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
444,6107900N.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
445,78014003.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
446,78014004.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
447,78014005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
448,78014006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
449,78014007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
450,78014008.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
451,78014009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
452,7801400A.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
453,91008005.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
454,91008008.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
455,91008009.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
456,9100800A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
457,9100800B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
458,9100800C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
459,9100800D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
460,9100800E.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
461,9100800F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
462,91010004.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
463,9101000F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
464,9101000H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
465,9101000K.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
466,9101000S.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
467,9101000W.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
468,9101000X.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
469,9101000Y.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
470,9101000Z.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
471,91010010.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
472,91010014.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
473,91010019.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
474,9101001D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
475,9101001H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
476,9101001L.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
477,9101001M.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
478,9101001O.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
479,9101001P.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
480,9101001Q.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
481,9101001R.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
482,9101001S.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
483,9101001T.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
484,9101001U.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
485,9101001V.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
486,9101001W.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
487,9101001X.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
488,9101001Y.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
489,9101001Z.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
490,91010020.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
491,91010021.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
492,91010022.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
493,91010023.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
494,91010024.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
495,91010025.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
496,91010026.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
497,91010027.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
498,91010028.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
499,91010029.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
500,9101002A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
501,9101002B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
502,9101002C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
503,91013001.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
504,91013002.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
505,91013003.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
506,91013004.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
507,91013005.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
508,91013008.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
509,9101300A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
510,9101300B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
511,9101300C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
512,9101300D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
513,9101300E.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
514,9101300F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
515,9101300H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
516,9101300I.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
517,9101300J.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
518,9101300K.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
519,9101300N.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
520,9101300U.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
521,9101300X.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
522,9101300Y.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
523,91013014.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
524,91013016.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
525,9101301A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
526,9101301B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
527,9101301C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
528,9101301D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
529,9101301E.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
530,9101301F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
531,9101301G.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
532,9101301H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
533,9101301I.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
534,9101301K.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
535,9101301L.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
536,9101301M.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
537,9101301N.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
538,9101301O.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
539,9101301P.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
540,59029001.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
541,59029002.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
542,59029003.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
543,59029007.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
544,5902900A.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
545,5902900J.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
546,5902900M.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
547,5902900R.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
548,5902900S.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
549,5902900U.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
