file_name,folder,common_name,scientific_name
8300604O.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604P.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604Q.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604R.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604S.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604T.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83035001.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83035002.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83035003.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83035006.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83035007.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303500N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303501L.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303501W.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303503N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303503O.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303503P.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303503Q.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303503R.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8303503S.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
5801400J.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
58014014.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
58014015.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
58014028.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801402C.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
58014034.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
58014036.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801403O.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801403R.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801404D.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801404R.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801404S.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801404T.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801404U.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
5801404V.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500302U.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500303M.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500303N.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500303Q.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500303R.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500303Y.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500303Z.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003041.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003042.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003043.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003044.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003045.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003047.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304F.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304G.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304H.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304I.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304K.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304L.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304M.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304N.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304O.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304P.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500304Q.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003051.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003052.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003053.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003056.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003057.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
75003058.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500305C.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500305D.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500305H.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500305I.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
7500305M.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
87003005.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
87003006.wav,Common Dolphin (Delphinus delphis) 52,Common Dolphin,Delphinus delphis
6102100P.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102100Q.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102100T.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102100W.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102100X.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102100Y.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61021011.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61021012.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61021019.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101B.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101C.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101F.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101N.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101T.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102101U.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023001.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023002.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023005.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023006.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023008.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023009.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300C.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300D.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300F.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300H.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300I.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300J.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300P.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300R.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300S.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300U.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300V.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300W.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300X.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102300Z.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023010.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023015.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023016.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023018.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
61023019.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102301A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102301B.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102301D.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102301E.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102301I.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
6102301J.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003001.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003002.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003003.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003004.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003005.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003006.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003007.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003008.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
95003009.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
9500300A.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
9500300B.wav,False Killer Whale (Pseudorca crassidens) 59,False Killer Whale,Pseudorca crassidens
60009005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
60009006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
60009007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6000900L.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6000900M.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61039001.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61047009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6104700D.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6104700E.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6104700F.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61048004.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61048005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61048007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61064006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61064008.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61064009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400A.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400B.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400D.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400F.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400J.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400L.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6106400O.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61079002.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61079005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61079006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61079007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
61079009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900A.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900B.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900C.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900D.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900E.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900F.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900G.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900H.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900I.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900J.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900K.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900L.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900M.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
6107900N.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014003.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014004.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014005.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014006.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014007.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014008.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
78014009.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
7801400A.wav,Finback Whale (Balaenoptera physalus) 50,Finback Whale,Balaenoptera physalus
91008005.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91008008.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91008009.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9100800A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9100800B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9100800C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9100800D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9100800E.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9100800F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010004.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000K.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000S.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000W.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000X.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000Y.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101000Z.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010010.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010014.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010019.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001L.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001M.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001O.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001P.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001Q.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001R.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001S.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001T.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001U.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001V.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001W.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001X.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001Y.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101001Z.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010020.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010021.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010022.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010023.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010024.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010025.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010026.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010027.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010028.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91010029.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101002A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101002B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101002C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013001.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013002.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013003.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013004.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013005.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013008.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300E.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300I.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300J.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300K.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300N.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300U.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300X.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101300Y.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013014.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
91013016.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301A.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301B.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301C.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301D.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301E.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301F.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301G.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301H.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301I.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301K.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301L.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301M.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301N.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301O.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
9101301P.wav,Fraser's Dolphin (Lagenodelphis hosei) 87,Fraser's Dolphin,Lagenodelphis hosei
59029001.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
59029002.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
59029003.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
59029007.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900A.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900J.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900M.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900R.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900S.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900U.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900W.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
5902900Y.wav,Risso's Dolphin (Grampus griseus) 67,Risso's Dolphin,Grampus griseus
